DATA_ID,COLL_METHOD,GEAR_NOTES,COLL_NOTES,FIELD_PRES_METH_TYPE,FIELD_PRES_CHEM,FIELD_CHEM_PCT,FIELD_PRES_PHYS_METH,FIELD_PRES_NOTES,LAB_PRES_METH_TYPE,LAB_PRES_CHEM,LAB_CHEM_PCT,LAB_PRES_PHYS_METH,LAB_PRES_NOTES,DIET_DATA_SOURCE,DIET_ANALYSIS_METHODS,ANALYSIS_NOTES,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
ACT_8N,hook and line,"Line fishing was conducted using electric reels and a range of hook sizes (#2 through 4/0 Mustad hooks). Terminal tackle consisted of lead weights (250 to 907 g) and two or three hooks baited with squid. Hook and line fishing was concentrated during the bours between 1900 and 0200, although collections were made on all cruises during most hours of the day.","Sampling was conducted aboard research vessels during eight seasonal (winter, January; spring, April/May; summer, July/August; and fall, Oct/Nov) criuses between October 1980 and October 1982. Fish were weighed (g) and measured (mm fork length: FL) upon capture. The position and depth of all collecting stations and time of capture was recorded.",chemical,formalin,10,NA,rinsed in running water and blotted dry prior to examination,NA,NA,NA,NA,Partially digested fish prey were cleared with trypsin and stained with alcian blue and alizarin red so that meristic counts could be used for identification.,gut content,"The contents of stomachs and intestines (excluding caecum) were placed in separate bowls and examined with a binocular microscope equipped with an ocular micrometer. Individual prey items were identified to lowest taxon possible, counted, and measured along their greatest extent.",NA,1/21/2014,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_8N,diver deployed gill net,Paired 25 m monofilament gill nets (75 cm2 stretch mesh) were occasionally used on the reefs. Gill nets were placed early in the evening and retrieved the following day.,"Sampling was conducted aboard research vessels during eight seasonal (winter, January; spring, April/May; summer, July/August; and fall, Oct/Nov) criuses between October 1980 and October 1982. Fish were weighed (g) and measured (mm fork length: FL) upon capture. The position and depth of all collecting stations and time of capture was recorded.",chemical,formalin,10,NA,rinsed in running water and blotted dry prior to examination,NA,NA,NA,NA,Partially digested fish prey were cleared with trypsin and stained with alcian blue and alizarin red so that meristic counts could be used for identification.,gut content,"The contents of stomachs and intestines (excluding caecum) were placed in separate bowls and examined with a binocular microscope equipped with an ocular micrometer. Individual prey items were identified to lowest taxon possible, counted, and measured along their greatest extent.",NA,1/21/2014,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_8N,pole spears,Divers equipped with pole spears were occasionally used on the reefs.,"Sampling was conducted aboard research vessels during eight seasonal (winter, January; spring, April/May; summer, July/August; and fall, Oct/Nov) criuses between October 1980 and October 1982. Fish were weighed (g) and measured (mm fork length: FL) upon capture. The position and depth of all collecting stations and time of capture was recorded.",chemical,formalin,10,NA,rinsed in running water and blotted dry prior to examination,NA,NA,NA,NA,Partially digested fish prey were cleared with trypsin and stained with alcian blue and alizarin red so that meristic counts could be used for identification.,gut content,"The contents of stomachs and intestines (excluding caecum) were placed in separate bowls and examined with a binocular microscope equipped with an ocular micrometer. Individual prey items were identified to lowest taxon possible, counted, and measured along their greatest extent.",NA,1/21/2014,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_8N,rectangular traps,Rectangular traps of approximately 0.65m3 were used with 50 x 100 mm or 22 x 48 mm polyvinyl coated wire mesh bodies. Traps were set in pairs and baited with squid. Traps were placed early in the evening and retrieved the following day.,"Sampling was conducted aboard research vessels during eight seasonal (winter, January; spring, April/May; summer, July/August; and fall, Oct/Nov) criuses between October 1980 and October 1982. Fish were weighed (g) and measured (mm fork length: FL) upon capture. The position and depth of all collecting stations and time of capture was recorded.",chemical,formalin,10,NA,rinsed in running water and blotted dry prior to examination,NA,NA,NA,NA,Partially digested fish prey were cleared with trypsin and stained with alcian blue and alizarin red so that meristic counts could be used for identification.,gut content,"The contents of stomachs and intestines (excluding caecum) were placed in separate bowls and examined with a binocular microscope equipped with an ocular micrometer. Individual prey items were identified to lowest taxon possible, counted, and measured along their greatest extent.",NA,1/21/2014,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_8N,otter trawl,A 12.2 m otter trawl was used for sampling over mud bottoms in 10 minute to one hour tows. Trawl tows were made between 2100 and 0400.,"Sampling was conducted aboard research vessels during eight seasonal (winter, January; spring, April/May; summer, July/August; and fall, Oct/Nov) criuses between October 1980 and October 1982. Fish were weighed (g) and measured (mm fork length: FL) upon capture. The position and depth of all collecting stations and time of capture was recorded.",chemical,formalin,10,NA,rinsed in running water and blotted dry prior to examination,NA,NA,NA,NA,Partially digested fish prey were cleared with trypsin and stained with alcian blue and alizarin red so that meristic counts could be used for identification.,gut content,"The contents of stomachs and intestines (excluding caecum) were placed in separate bowls and examined with a binocular microscope equipped with an ocular micrometer. Individual prey items were identified to lowest taxon possible, counted, and measured along their greatest extent.",NA,1/21/2014,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_9N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,3/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,bag seine,30 foot bag seine with 3/4 inch stretched mesh,"used near the mouth of the river, when possible",chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,throw net,"12 foot, 3/4 inch",used when it was not feasable to seine,chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,dip net,fine mesh,used at all stations to collect top minnows and caridean shrimp,chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,"plastic ""Breder Trap""",plexiglass funnel trap,used primarilly in the marsh pools and along the banks of the river,chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,"""Beamish Trap Net""",this is a pound net constructed from mosquito netting,designed to fish in depths up to one meter,chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,ProNox Fish,poison,used several times in the small streams,chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,rod and reel,NA,NA,chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,trammel net,"300 foot - inside mesh 2 inches, outside mesh 10 inches",used at the pond station and in the river channel,chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,set lines,NA,baited with squid strips,chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,otter trawl,10 foot,used in Whitewater Bay,chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,lift nets,NA,NA,chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,beam trawl,one meter,NA,chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,Van Veen grabs,NA,NA,chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,Ockelman dredge,NA,NA,chemical,formalin,10,NA,buffered (smaller organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,bag seine,30 foot bag seine with 3/4 inch stretched mesh,"used near the mouth of the river, when possible",physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,throw net,"12 foot, 3/4 inch",used when it was not feasable to seine,physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,dip net,fine mesh,used at all stations to collect top minnows and caridean shrimp,physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,"plastic ""Breder Trap""",plexiglass funnel trap,used primarilly in the marsh pools and along the banks of the river,physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,"""Beamish Trap Net""",this is a pound net constructed from mosquito netting,designed to fish in depths up to one meter,physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,ProNox Fish,poison,used several times in the small streams,physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,rod and reel,NA,NA,physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,trammel net,"300 foot - inside mesh 2 inches, outside mesh 10 inches",used at the pond station and in the river channel,physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,set lines,NA,baited with squid strips,physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,otter trawl,10 foot,used in Whitewater Bay,physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,lift nets,NA,NA,physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,beam trawl,one meter,NA,physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,Van Veen grabs,NA,NA,physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4O,Ockelman dredge,NA,NA,physical,chilled brine solution,NA,NA,­ 4° C (selected samples of small organisms),NA,NA,NA,NA,NA,gut content,"Ideally, only the stomach contents were examined; however, if the stomach was empty or only partially filled, the intestinal contents were also inspected. For caridean and penaeid shrimp, crabs, and mysids, material for examination was taken from the bucal cavity. For insect larvae, amphipods, cumaceans and isopods the method of Croker (1967) was used.",NA,8/7/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_1P,chinchorro playero,700m de relinga por 4 m de caida con una malla de 5 cm y un capo de 5 m,NA,chemical,formalin,70,NA,NA,NA,NA,NA,NA,inyecto formal al 10% en la cavidad abdominal,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_2P,una red de arrastre camaronera,NA,Stations 1 - 4,chemical,formalin,30,NA,NA,NA,NA,NA,NA,inyecto formal al 10% en la cavidad abdominal por organism >10cm,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_2P,una red de plancton ,NA,Station 5,chemical,formalin,30,NA,NA,NA,NA,NA,NA,inyecto formal al 10% en la cavidad abdominal por organism >10cm,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_2P,un equipo de electro pesca,NA,Station 5,chemical,formalin,30,NA,NA,NA,NA,NA,NA,inyecto formal al 10% en la cavidad abdominal por organism >10cm,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_4P,Experimental Seine,Seines ranging from 480 ft long by 3 deep with 1/2 inch to 1 1/2 inch mesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Debra Hoekel,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4P,Commercial drag seine,600 feet long by 5 feet deep with 1 inch and 1 1/2 ich mesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Debra Hoekel,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4P,Peterson trawl,1/4 mesh ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Debra Hoekel,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4P,Ring tow nets,9 feet long and 3 feet deep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Debra Hoekel,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4P,Gill net,Nets ranging from 300 to 450 feet long to 5 feet and 6 feet deep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Debra Hoekel,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4P,Trammel net,400 feet long by 10 feet deep ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Debra Hoekel,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4P,Commercial shrimp trawl,40 feet long by 35 feet deep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Debra Hoekel,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_6P,trawl,"20m beam trawl, 5.5m mouth opening, 3.85cm mesh, 5-6km/hr tow speed",NA,chemical,formalin,10,NA,NA,chemical,alcohol metilico,70,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_17P,bag seine,"12.2m x 1.2m, 16mm square mesh","In muddy areas with steep banks or along open shores, the 30.5m seine was set quickly in a semi-circle from the stern of the boat and slowly pulled ashore. The 12.2m seine was then pulled to shore for approximately 20m in an adjacent area. In shallow grass flats, both seines were set parallel to shore at a depth of about 1m and then pulled to shore. In Tampa Bay, each station was sampled bi-weekly from Sept. to Dec. 1981. Begining in Jan. 1982, sampling was limited to once every three weeks in the Alafia River. In July 1982, 6 stations were added (13-18).",chemical,formailin,5,NA,buffered,NA,NA,NA,NA,NA,gut content,"Black drum diets were described from contents of the entire alimentary tract in larvae and in the stomach (that portion of the alimentary tract between the esophagus and pylorus) in juveniles. Contents were identified to the lowest possible taxon. Fullness was estimated subjectively on a scale of 0 (empty) to 5 (full). Volumes were measured by displacementor, for items < 0.05cm3, by a squash method.",NA,3/26/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_17P,bag seine,"30.5m x 2.4m, 6.4mm square mesh","In muddy areas with steep banks or along open shores, the 30.5m seine was set quickly in a semi-circle from the stern of the boat and slowly pulled ashore. The 12.2m seine was then pulled to shore for approximately 20m in an adjacent area. In shallow grass flats, both seines were set parallel to shore at a depth of about 1m and then pulled to shore. In Tampa Bay, each station was sampled bi-weekly from Sept. to Dec. 1981. Begining in Jan. 1982, sampling was limited to once every three weeks in the Alafia River. In July 1982, 6 stations were added (13-18).",chemical,formailin,5,NA,buffered,NA,NA,NA,NA,NA,gut content,"Black drum diets were described from contents of the entire alimentary tract in larvae and in the stomach (that portion of the alimentary tract between the esophagus and pylorus) in juveniles. Contents were identified to the lowest possible taxon. Fullness was estimated subjectively on a scale of 0 (empty) to 5 (full). Volumes were measured by displacementor, for items < 0.05cm3, by a squash method.",NA,3/26/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_17P,dip-netting,17mm x 25mm with 0.5mm mesh,Used from the seawall at Bayboro Harbor (Station 19) during 1983-1985. Dip net samples were taken on an irregular basis as weather and time permitted.,chemical,formailin,5,NA,buffered,NA,NA,NA,NA,NA,gut content,"Black drum diets were described from contents of the entire alimentary tract in larvae and in the stomach (that portion of the alimentary tract between the esophagus and pylorus) in juveniles. Contents were identified to the lowest possible taxon. Fullness was estimated subjectively on a scale of 0 (empty) to 5 (full). Volumes were measured by displacementor, for items < 0.05cm3, by a squash method.",NA,3/26/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_17P,dip-netting,32mm x 32mm with 1.6mm mesh,Used from the seawall at Bayboro Harbor (Station 19) during 1983-1985. Dip net samples were taken on an irregular basis as weather and time permitted.,chemical,formailin,5,NA,buffered,NA,NA,NA,NA,NA,gut content,"Black drum diets were described from contents of the entire alimentary tract in larvae and in the stomach (that portion of the alimentary tract between the esophagus and pylorus) in juveniles. Contents were identified to the lowest possible taxon. Fullness was estimated subjectively on a scale of 0 (empty) to 5 (full). Volumes were measured by displacementor, for items < 0.05cm3, by a squash method.",NA,3/26/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_30P,Trawl,10 foot and 12 foot shrimp crawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_30P,Bag Seine,"20 foot, 60 foot and 100 foot bag seine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_30P,Bar Seine,6 foot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_30P,Trammel nets,1200 foot trammel net,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_30P,Gill net,1500 foot gill net,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_30P,Beach seine ,900 foot beach seine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_30P,Rod and reel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_30P,Plankton net,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_2R,Benthic Skimmer,"20 m net designed by Dr. W.E. Pequegnat (Pequegnat et al., 1970). The mouth opening was 3m.",NA,physical,NA,NA,freezer,NA,NA,NA,NA,NA,NA,gut content,NA,NA,8/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
