REF_ID,PRED_ID,SOURCE_PREY_NAME,DATABASE_PREY_NAME,PHYSIOLOG_STATE,SED_ORIGIN,PREY_PARTS,LIFE_HIST_STAGE,COND_INDEX,SEX,SEX_RATIO,LEN_TYPE,MIN_LEN,MAX_LEN,MN_LEN,BIOMASS,PCT_BIOMASS,N_CONS,PCT_N_CONS,VOL_CONS,PCT_VOL_CONS,FREQ_OCC,PCT_FREQ_OCC,IRI,PCT_IRI,IRIa,IIR,E,PREY_NOTES,FB_FOOD_I,FB_FOOD_II,FB_FOOD_III,FB_STAGE
12g,Amel.1,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.01,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Amel.1,Detritus,Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,1,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Amel.1,Anelidos,Annelida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,0.19,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Amel.1,Cop�poda ,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,0.2,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Amel.1,Isopodos,Isopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.01,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Amel.1,Moluscos,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,0.15,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Amel.1,Nem�todos,Nematoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,0.13,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Amel.1,Insectos,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,0.3,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Amel.1,Vegetal,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,0.7,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Osau.1,larvas de crust�ceos,Crustacea,NA,NA,NA,larval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12g,Osau.1,Insectos,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,0.2,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Osau.1,Cop�poda ,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.07,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Osau.1,larvae de peces,Actinopterygii,NA,NA,NA,larval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12g,Osau.1,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,0.16,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Osau.1,Anelidos,Annelida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,0.11,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Osau.1,Decapodos,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,0.9,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Osau.1,sedimento,Sand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,0.35,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Osau.1,Vegetal,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.11,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Lapo.1,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,0.48,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Lapo.1,Peque�os crust�ceos,Crustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12g,Lapo.1,camarones,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12g,Lapo.1,jaiba (crab/crayfish),Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12g,Lapo.1,Moluscos,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.03,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Lapo.1,Isopodos,Isopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Lapo.1,Anf�podo,Amphipoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,0.1,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Lapo.1,Decapodos,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,0.89,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Lapo.1,Nem�todos,Nematoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,0.08,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Lapo.1,sedimento,Sand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.2,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Lapo.1,Vegetal,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,0.5,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Cpar.1,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,0.15,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Cpar.1,Crust�ceos,Crustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12g,Cpar.1,camar�n ,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12g,Cpar.1,jaiba (crab/crayfish),Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12g,Cpar.1,Decapodos,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.59,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
12g,Cpar.1,Insectos,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,0.1,NA,NA,NA,NA,NA,* % Vol and % Freq Occ estimated from graphs in text,NA,NA,NA,NA
17g,Emor.1,Natantia,Dendrobranchiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.1,Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.1,Estomatopoda,Stomatopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.1,Crust�ceo indeterminados,Crustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.1,Moluscos,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.1,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.1,Indeterminados,Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.2,Natantia,Dendrobranchiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.2,Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.2,Crust�ceo indeterminados,Crustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.2,Moluscos,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.2,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.2,Indeterminados,Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.3,Natantia,Dendrobranchiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.3,Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.3,Estomatopoda,Stomatopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.3,Crust�ceo indeterminados,Crustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.3,Moluscos,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.3,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.3,Indeterminados,Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.4,Natantia,Dendrobranchiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.4,Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.4,Crust�ceo indeterminados,Crustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.4,Moluscos,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.4,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.4,Indeterminados,Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.5,Natantia,Dendrobranchiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.5,Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.5,Crust�ceo indeterminados,Crustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.5,Moluscos,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.5,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.5,Indeterminados,Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.6,Natantia,Dendrobranchiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.6,Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.6,Estomatopoda,Stomatopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.6,Crust�ceo indeterminados,Crustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.6,Moluscos,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.6,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.6,Indeterminados,Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.7,Natantia,Dendrobranchiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.7,Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.7,Moluscos,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.7,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.7,Indeterminados,Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.8,Natantia,Dendrobranchiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.8,Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.8,Crust�ceo indeterminados,Crustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.8,Moluscos,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.8,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.8,Indeterminados,Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.9,Natantia,Dendrobranchiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.9,Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.9,Moluscos,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.9,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.9,Indeterminados,Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.10,Natantia,Dendrobranchiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.10,Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.10,Moluscos,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.10,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.10,Indeterminados,Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.11,Natantia,Dendrobranchiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.11,Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.11,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.11,Indeterminados,Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.12,Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.12,Moluscos,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.12,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.12,Indeterminados,Matter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.13,Natantia,Dendrobranchiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.13,Reptantia,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.13,Peces,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.14,Penaeus duorarum,Farfantepenaeus duorarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.14,Panulirus argus,Panulirus argus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.14,Scyllarus sp,Scyllarus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.14,Portunus ordwayi,Portunus ordwayi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.14,Stenorhynchus seticornis,Stenorhynchus seticornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.14,Menippe mercenaria,Menippe mercenaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.14,Calappa sp,Calappa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.14,Petrochurus drogenes,Petrochirus diogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.14,Squilla sp,Squilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.14,Octopus sp,Octopus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.14,Loligo pealei,Loligo pealei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.14,Balistes sp,Balistes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17g,Emor.14,Apogon sp,Apogon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
